scenario	participant	archive	takes	minutes	proficiency	gender	university	captures	cameras	tasks
cpr	648	expert648_takes.tar	1	1.4	unlabelled	female	utokyo	utokyo_cpr_2005_37	cam01;cam02;cam03;cam04	First Aid - CPR
cpr	649	expert649_takes.tar	1	1.3	unlabelled	male	utokyo	utokyo_cpr_2005_38	cam01;cam02;cam03;cam04	First Aid - CPR
cpr	806	expert806_takes.tar	1	1.6	unlabelled	female	nus	nus_cpr_26	cam01;cam03;cam04	First Aid - CPR
cpr	807	expert807_takes.tar	1	0.8	unlabelled	male	nus	nus_cpr_27	cam01;cam02;cam03;cam04	First Aid - CPR
cpr	808	expert808_takes.tar	1	1.7	unlabelled	female	nus	nus_cpr_29	cam01;cam02;cam03;cam04	First Aid - CPR
soccer	865	expert865_takes.tar	6	9.9	Intermediate Expert	Male	iiith	iiith_soccer_048;iiith_soccer_061	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	866	expert866_takes.tar	6	11.0	Intermediate Expert	Male	iiith	iiith_soccer_049;iiith_soccer_060	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	837	expert837_takes.tar	5	10.1	Late Expert	Male	iiith	iiith_soccer_027;iiith_soccer_051	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	851	expert851_takes.tar	4	8.0	Late Expert	Male	iiith	iiith_soccer_041;iiith_soccer_042	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	196	expert196_takes.tar	3	8.0	Late Expert	male	iiith	iiith_soccer_002	cam01;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	525	expert525_takes.tar	3	7.9	Intermediate Expert	Male	iiith	iiith_soccer_004	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	527	expert527_takes.tar	3	11.1	Late Expert	Male	iiith	iiith_soccer_006	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	549	expert549_takes.tar	3	8.5	Late Expert	Male	iiith	iiith_soccer_020	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling
soccer	550	expert550_takes.tar	3	9.5	Intermediate Expert	Male	iiith	iiith_soccer_021	cam01;cam02;cam03;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	722	expert722_takes.tar	3	6.8	Late Expert	male	utokyo	utokyo_soccer_8000_43	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	725	expert725_takes.tar	3	6.3	Late Expert	male	utokyo	utokyo_soccer_8000_46_47	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	726	expert726_takes.tar	3	6.0	Intermediate Expert	male	utokyo	utokyo_soccer_8000_46_47	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	838	expert838_takes.tar	3	6.7	Late Expert	Male	iiith	iiith_soccer_028	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	839	expert839_takes.tar	3	6.4	Late Expert	Male	iiith	iiith_soccer_029	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	840	expert840_takes.tar	3	8.7	Late Expert	Male	iiith	iiith_soccer_030	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	841	expert841_takes.tar	3	8.5	Late Expert	Male	iiith	iiith_soccer_031	cam01;cam02;cam03;cam04	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	842	expert842_takes.tar	3	4.6	Late Expert	Male	iiith	iiith_soccer_032	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	843	expert843_takes.tar	3	5.4	Late Expert	Male	iiith	iiith_soccer_033	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	845	expert845_takes.tar	3	5.5	Late Expert	Male	iiith	iiith_soccer_035	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	846	expert846_takes.tar	3	4.5	Late Expert	Male	iiith	iiith_soccer_036	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	849	expert849_takes.tar	3	6.4	Late Expert	Male	iiith	iiith_soccer_039	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	850	expert850_takes.tar	3	6.5	Intermediate Expert	Male	iiith	iiith_soccer_040	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	861	expert861_takes.tar	3	6.0	Intermediate Expert	Male	iiith	iiith_soccer_044	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	868	expert868_takes.tar	3	8.6	Intermediate Expert	Male	iiith	iiith_soccer_053	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Juggling;Soccer Drills - Penalty Kick
soccer	545	expert545_takes.tar	2	6.8	Late Expert	Male	iiith	iiith_soccer_016	cam01;cam02;cam03;cam05	Soccer Drills - Dribbling;Soccer Drills - Penalty Kick
soccer	833	expert833_takes.tar	2	6.0	Intermediate Expert	Male	iiith	iiith_soccer_057	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Penalty Kick
soccer	852	expert852_takes.tar	2	4.0	Late Expert	Male	iiith	iiith_soccer_042	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling;Soccer Drills - Penalty Kick
soccer	542	expert542_takes.tar	1	2.2	Late Expert	Male	iiith	iiith_soccer_013	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Penalty Kick
soccer	544	expert544_takes.tar	1	3.7	Late Expert	Male	iiith	iiith_soccer_015	cam01;cam02;cam03;cam05	Soccer Drills - Dribbling
soccer	548	expert548_takes.tar	1	2.3	Late Expert	Male	iiith	iiith_soccer_019	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Penalty Kick
soccer	552	expert552_takes.tar	1	2.7	Late Expert	Male	iiith	iiith_soccer_023	cam01;cam02;cam03;cam04;cam05	Soccer Drills - Dribbling
